,County_slash_Sub_County,lighting_Conventional_Households,lighting_Mains_Electricity,lighting_Paraffin_Pressure_lamp,lighting_Paraffin_Lantern,lighting_Paraffin_Tin_Lamp,lighting_Gas_Lamp,lighting_Wood,lighting_Solar_and_Solar_Torch_and_Battery_Torch,lighting_Solar,lighting_Torch_slash_Spotlight_Solar_Charged,lighting_Torch_slash_Spotlight_Dry_cells,lighting_Candle,lighting_Battery_Car_Slash_Charged,lighting_Generator_Diesel_slash_Petrol),lighting_Biogas,lighting_Not_Stated,drinking_water_Conventional_Households,drinking_water_Pond,drinking_water_Dam_slash_Lake,drinking_water_Stream_slash_River,drinking_water_Protected_Spring,drinking_water_Unprotected_Spring,drinking_water_Protected_Well,unprotected_well_borehole_piped_dwelling,drinking_water_Unprotected_Well,drinking_water_Borehole_slash_Tube_well,drinking_water_Piped_into_dwelling,drinking_water_Piped_to_yard_slash_plot,drinking_water_Bottled_water,drinking_water_Rain_slash_Harvested_water,drinking_water_Water_Vendor,drinking_water_Public_tap_slash_Standpipe,drinking_water_Not_Stated,internet_population_above3_Total_Male_Female,internet_population_above3_Total,internet_population_above3_Male,internet_population_above3_Female,Use_of_Internet_Total,Use_of_Internet_pct,Use_of_Internet_Male_pct,Use_of_Internet_Male,Use_of_Internet_pct.1,Use_of_Internet_Female,Use_of_Internet_pct.2,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total,pct_male_pct_female_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Total_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Male_pct,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female,Use_of_Desktop_Computer_slash_Laptop_slash_Tablet_Female_pct,mo_phone_population_above_3_Total_Male_Female,mo_phone_population_above_3_Total,mo_phone_population_above_3_Male,mo_phone_population_above_3_Female,mobile_phone_Total,mobile_phone_Total_pct,mobile_phone_Male_and_pct,mobile_phone_Male,mobile_phone_Male_pct,mobile_phone_Female,mobile_phone_Female_pct
711,WEST POKOT SUBCOUNTY,"36,122",27.2,0.3,6.2,9.1,0.2,19.4,13.5 10.3 12.8,13.5,10.3,12.8,0.8,0.1,0,0,0,"36,122",0.7,2.4,60.4,4.2,1.1,11.5,1.1 10.2 1.6,1.1,10.2,1.6,1.7,0.3,1.2,1.5,2,0,"164,801 81,577 83,224","164,801","81,577","83,224","20,713",12.6,"12,254 15.0","12,254",15.0,"8,459",10.2,"8,167","5.0 4,825 5.9 3,342",5.0,"4,825",5.9,"3,342",4.0,"164,801 81,577 83,224","164,801","81,577","83,224","44,075",26.7,"24,250 29.7","24,250",29.7,"19,825",23.8
712,SAMBURU,"63,951",14.8,0.3,3.3,5.5,0.3,36.3,13.3 9.6 15.7,13.3,9.6,15.7,0.6,0.2,0,0,0,"63,951",2.2,7.9,35,1.5,2.3,4.2,12.9 15.8 2.0,12.9,15.8,2.0,4.9,0.7,1.5,3.1,6.1,0,"279,891 141,072 138,814","279,891","141,072","138,814","27,282",9.7,"16,768 11.9","16,768",11.9,"10,514",7.6,"11,516","4.1 7,286 5.2 4,230",4.1,"7,286",5.2,"4,230",3.0,"279,891 141,072 138,814","279,891","141,072","138,814","76,156",27.2,"39,751 28.2","39,751",28.2,"36,404",26.2
713,SAMBURU CENTRAL,"33,720",20.7,0.4,4.6,6.8,0.3,30.9,17.8 9.9 7.3,17.8,9.9,7.3,0.8,0.3,0,0,0,"33,720",3,8.9,33.1,1.9,3.4,3,10.0 14.0 2.8,10.0,14.0,2.8,5.9,0.9,2.7,3.7,6.6,0,"149,358 75,738 73,618","149,358","75,738","73,618","17,539",11.7,"10,635 14.0","10,635",14.0,"6,904",9.4,"7,519","5.0 4,607 6.1 2,912",5.0,"4,607",6.1,"2,912",4.0,"149,358 75,738 73,618","149,358","75,738","73,618","44,521",29.8,"23,407 30.9","23,407",30.9,"21,113",28.7
714,SAMBURU EAST,"17,307",10.2,0.1,1.2,2,0.2,34.8,7.8 11.7 31.3,7.8,11.7,31.3,0.5,0.1,0,0,-,"17,307",0.1,6.4,36.8,1,1.1,5,11.9 25.8 1.2,11.9,25.8,1.2,4.2,0.5,0.2,2.3,3.4,-,"69,944 34,048 35,896","69,944","34,048","35,896","6,268",9.0,"3,870 11.4","3,870",11.4,"2,398",6.7,"2,580","3.7 1,664 4.9 916",3.7,"1,664",4.9,916,2.6,"69,944 34,048 35,896","69,944","34,048","35,896","18,787",26.9,"9,676 28.4","9,676",28.4,"9,111",25.4
715,SAMBURU NORTH,"12,924",5.5,0.1,2.5,7,0.3,52.4,8.8 6.0 16.7,8.8,6.0,16.7,0.4,0.2,0,0,0,"12,924",3,7.1,37.6,1,0.8,6.4,21.8 7.0 0.7,21.8,7.0,0.7,3.3,0.3,0.2,2.4,8.3,0,"60,589 31,286 29,300","60,589","31,286","29,300","3,475",5.7,"2,263 7.2","2,263",7.2,"1,212",4.1,"1,417","2.3 1,015 3.2 402",2.3,"1,015",3.2,402,1.4,"60,589 31,286 29,300","60,589","31,286","29,300","12,848",21.2,"6,668 21.3","6,668",21.3,"6,180",21.1
716,TRANS NZOIA,"222,989",37.9,0.4,9.8,16,0.1,0.7,23.9 7.5 1.0,23.9,7.5,1.0,2,0.7,0,0,0,"222,989",1,0.3,15,15.5,2.5,22.7,2.9 16.3 5.3,2.9,16.3,5.3,7.4,0.3,0.8,2.7,7.4,0,"911,209 448,487 462,701","911,209","448,487","462,701","154,412",16.9,"88,098 19.6","88,098",19.6,"66,311",14.3,"64,667","7.1 37,083 8.3 27,583",7.1,"37,083",8.3,"27,583",6.0,"911,209 448,487 462,701","911,209","448,487","462,701","367,752",40.4,"184,029 41.0","184,029",41.0,"183,716",39.7
717,TRANS NZOIA WEST,"47,576",48.3,0.4,9,14.5,0.2,0.5,15.8 7.5 0.7,15.8,7.5,0.7,2.6,0.7,0,0,0,"47,576",0.6,0.2,10.4,21.3,3.2,11.6,1.4 8.7 7.5,1.4,8.7,7.5,13.9,0.3,0.2,4.9,15.8,0,"184,140 91,254 92,883","184,140","91,254","92,883","34,776",18.9,"20,148 22.1","20,148",22.1,"14,627",15.7,"14,441","7.8 8,483 9.3 5,958",7.8,"8,483",9.3,"5,958",6.4,"184,140 91,254 92,883","184,140","91,254","92,883","76,724",41.7,"39,466 43.2","39,466",43.2,"37,257",40.1
718,TRANS NZOIA EAST,"49,955",29.1,0.6,10.9,12,0.1,0.7,31.4 11.4 1.6,31.4,11.4,1.6,1.6,0.7,0,0,0,"49,955",1.2,0.2,23.4,8.4,2.9,30.4,2.8 19.7 2.5,2.8,19.7,2.5,3.4,0.2,1.2,1.4,2.3,0,"212,422 104,721 107,693","212,422","104,721","107,693","33,388",15.7,"19,164 18.3","19,164",18.3,"14,224",13.2,"12,132","5.7 6,939 6.6 5,193",5.7,"6,939",6.6,"5,193",4.8,"212,422 104,721 107,693","212,422","104,721","107,693","85,493",40.2,"42,115 40.2","42,115",40.2,"43,376",40.3
719,KWANZA,"45,599",35.6,0.4,10.6,18.4,0.1,0.3,26.5 4.7 0.6,26.5,4.7,0.6,1.9,0.8,0,-,0,"45,599",1,0.3,10.5,10.1,2.5,31.3,5.1 19.0 4.7,5.1,19.0,4.7,5.5,0.2,1.2,2.9,5.5,0,"188,466 92,532 95,931","188,466","92,532","95,931","29,556",15.7,"16,790 18.1","16,790",18.1,"12,765",13.3,"11,620","6.2 6,763 7.3 4,857",6.2,"6,763",7.3,"4,857",5.1,"188,466 92,532 95,931","188,466","92,532","95,931","73,829",39.2,"36,704 39.7","36,704",39.7,"37,123",38.7
720,ENDEBESS,"23,246",18.4,0.2,10.9,30.6,0.2,1.7,23.1 10.5 1.8,23.1,10.5,1.8,1.8,0.7,0,0,0,"23,246",1.3,0.4,38.6,10.7,2,12.4,4.0 13.2 2.4,4.0,13.2,2.4,4.8,0.1,0.8,0.5,8.8,0,"102,457 51,455 50,999","102,457","51,455","50,999","9,816",9.6,"6,474 12.6","6,474",12.6,"3,342",6.6,"4,019","3.9 2,523 4.9 1,496",3.9,"2,523",4.9,"1,496",2.9,"102,457 51,455 50,999","102,457","51,455","50,999","31,396",30.6,"17,335 33.7","17,335",33.7,"14,061",27.6
721,KIMININI,"56,613",46.7,0.3,8.4,12.8,0.1,0.8,22.4 4.9 0.6,22.4,4.9,0.6,2.1,0.7,0,0,0,"56,613",0.9,0.4,5.5,23,1.8,22.7,1.9 18.7 7.7,1.9,18.7,7.7,7.9,0.4,0.7,2.6,5.8,0,"223,724 108,525 115,195","223,724","108,525","115,195","46,876",21.0,"25,522 23.5","25,522",23.5,"21,353",18.5,"22,455","10.0 12,375 11.4 10,079",10.0,"12,375",11.4,"10,079",8.7,"223,724 108,525 115,195","223,724","108,525","115,195","100,310",44.8,"48,409 44.6","48,409",44.6,"51,899",45.1
722,UASIN GISHU,"301,110",63.8,0.2,5,4.4,0.1,0.3,14.9 8.5 0.8,14.9,8.5,0.8,1.7,0.3,0,0,0,"301,110",0.8,0.4,5.1,2.5,1.5,23.4,7.4 14.9 13.2,7.4,14.9,13.2,16.5,0.8,1.3,2.7,9.4,0,"1,070,335 531,769 538,543","1,070,335","531,769","538,543","299,885",28.0,"163,826 30.8","163,826",30.8,"136,049",25.3,"144,382","13.5 78,776 14.8 65,601",13.5,"78,776",14.8,"65,601",12.2,"1,070,335 531,769 538,543","1,070,335","531,769","538,543","549,746",51.4,"274,986 51.7","274,986",51.7,"274,746",51.0
723,AINABKOI,"34,862",64.9,0.1,4.8,3.2,0,0.4,14.6 9.3 1.0,14.6,9.3,1.0,1.3,0.2,-,-,0,"34,862",0.2,1,7.2,0.9,1.4,25.2,6.8 10.8 16.9,6.8,10.8,16.9,18.7,0.8,1.9,1.5,6.6,0,"127,533 62,850 64,683","127,533","62,850","64,683","38,066",29.8,"20,320 32.3","20,320",32.3,"17,746",27.4,"20,316","15.9 10,694 17.0 9,622",15.9,"10,694",17.0,"9,622",14.9,"127,533 62,850 64,683","127,533","62,850","64,683","67,016",52.5,"33,157 52.8","33,157",52.8,"33,859",52.3
724,KAPSERET,"59,678",82.2,0.2,3.4,2.9,0,0.1,5.7 2.8 0.4,5.7,2.8,0.4,2.1,0.2,0,-,0,"59,678",0.2,0.1,1,1.2,0.5,20.1,3.5 12.7 15.3,3.5,12.7,15.3,22.7,1.3,0.7,7.3,13.4,0,"182,852 91,412 91,436","182,852","91,412","91,436","67,976",37.2,"36,693 40.1","36,693",40.1,"31,281",34.2,"34,483","18.9 18,570 20.3 15,912",18.9,"18,570",20.3,"15,912",17.4,"182,852 91,412 91,436","182,852","91,412","91,436","108,149",59.1,"54,903 60.1","54,903",60.1,"53,243",58.2
725,KESSES,"34,623",44.4,0.3,7.9,6.3,0.1,0.6,22.7 14.6 1.2,22.7,14.6,1.2,1.4,0.6,0,0,0,"34,623",0.7,0.2,5.1,2,1.4,38,18.6 15.7 5.2,18.6,15.7,5.2,4.4,0.7,3.1,1,3.8,0,"137,814 68,811 69,000","137,814","68,811","69,000","30,972",22.5,"17,493 25.4","17,493",25.4,"13,477",19.5,"14,226","10.3 7,875 11.4 6,350",10.3,"7,875",11.4,"6,350",9.2,"137,814 68,811 69,000","137,814","68,811","69,000","65,210",47.3,"32,655 47.5","32,655",47.5,"32,553",47.2
726,MOIBEN,"46,602",63.3,0.2,3.9,2.5,0.1,0.5,16.5 10.6 1.1,16.5,10.6,1.1,1.1,0.2,0,0,0,"46,602",1.7,0.7,9.3,2.1,0.8,15.2,5.2 12.6 19.6,5.2,12.6,19.6,20.8,0.6,1,0.5,9.8,0,"165,378 81,639 83,737","165,378","81,639","83,737","48,743",29.5,"26,212 32.1","26,212",32.1,"22,531",26.9,"24,837","15.0 13,392 16.4 11,445",15.0,"13,392",16.4,"11,445",13.7,"165,378 81,639 83,737","165,378","81,639","83,737","85,679",51.8,"42,523 52.1","42,523",52.1,"43,155",51.5
727,SOY,"53,758",47,0.2,6.5,7.1,0.1,0.3,22.7 12.5 1.0,22.7,12.5,1.0,1.9,0.7,0,0,0,"53,758",1.4,0.2,5.6,3.4,1.9,30.7,10.4 24.1 4.9,10.4,24.1,4.9,7.8,0.5,0.8,1.7,6.6,0,"211,662 105,136 106,521","211,662","105,136","106,521","43,783",20.7,"24,937 23.7","24,937",23.7,"18,843",17.7,"19,192","9.1 10,847 10.3 8,343",9.1,"10,847",10.3,"8,343",7.8,"211,662 105,136 106,521","211,662","105,136","106,521","96,027",45.4,"47,995 45.7","47,995",45.7,"48,029",45.1
728,TURBO,"71,587",70.2,0.2,4.8,4.4,0.1,0.1,12.3 5.4 0.5,12.3,5.4,0.5,1.8,0.3,0,0,0,"71,587",0.6,0.3,4.5,4.3,2.6,18.1,4.7 13.1 15.3,4.7,13.1,15.3,20,1,1.3,2.3,11.9,0,"245,096 121,921 123,166","245,096","121,921","123,166","70,345",28.7,"38,171 31.3","38,171",31.3,"32,171",26.1,"31,328","12.8 17,398 14.3 13,929",12.8,"17,398",14.3,"13,929",11.3,"245,096 121,921 123,166","245,096","121,921","123,166","127,665",52.1,"63,753 52.3","63,753",52.3,"63,907",51.9
729,ELGEYO/MARAKWET,"99,119",24.3,0.3,4.5,3.9,0.1,9.9,25.7 23.7 6.2,25.7,23.7,6.2,1.1,0.2,0,-,0,"99,119",0.8,0.4,48.8,2.7,2.9,10.6,3.6 5.1 5.6,3.6,5.1,5.6,13,0.2,1,0.3,4.9,0,"418,765 209,151 209,602","418,765","209,151","209,602","59,627",14.2,"35,299 16.9","35,299",16.9,"24,326",11.6,"22,935","5.5 13,147 6.3 9,786",5.5,"13,147",6.3,"9,786",4.7,"418,765 209,151 209,602","418,765","209,151","209,602","157,287",37.6,"80,892 38.7","80,892",38.7,"76,391",36.4
730,KEIYO NORTH,"21,749",40.8,0.2,4.7,3.4,0,5.1,21.2 18.5 4.8,21.2,18.5,4.8,1.1,0.1,-,-,0,"21,749",0.9,0.4,25.2,4.2,2.3,15.8,7.5 10.1 7.0,7.5,10.1,7.0,15.9,0.4,1.5,0.3,8.4,0,"91,430 45,566 45,863","91,430","45,566","45,863","17,270",18.9,"9,822 21.6","9,822",21.6,"7,448",16.2,"7,684","8.4 4,235 9.3 3,449",8.4,"4,235",9.3,"3,449",7.5,"91,430 45,566 45,863","91,430","45,566","45,863","38,134",41.7,"19,471 42.7","19,471",42.7,"18,663",40.7
731,KEIYO SOUTH,"26,740",30.3,0.4,6.1,4,0.1,4.3,26.3 21.5 5.8,26.3,21.5,5.8,0.8,0.2,0,-,0,"26,740",0.4,0.4,39.1,1.7,1.7,24.1,4.3 9.0 4.5,4.3,9.0,4.5,10.3,0.4,1.1,0.5,2.3,0,"112,236 56,593 55,639","112,236","56,593","55,639","17,441",15.5,"10,315 18.2","10,315",18.2,"7,124",12.8,"6,676","5.9 3,781 6.7 2,893",5.9,"3,781",6.7,"2,893",5.2,"112,236 56,593 55,639","112,236","56,593","55,639","46,433",41.4,"24,089 42.6","24,089",42.6,"22,341",40.2
732,MARAKWET EAST,"21,123",9.3,0.1,2.1,1.8,0.2,27.3,23.7 25.4 9.4,23.7,25.4,9.4,0.7,0,0,-,0,"21,123",0.6,0.3,77.4,2,4,0.6,0.8 0.1 3.3,0.8,0.1,3.3,8,0,0.3,0,2.5,0,"88,986 43,796 45,188","88,986","43,796","45,188","7,943",8.9,"4,915 11.2","4,915",11.2,"3,028",6.7,"2,866","3.2 1,777 4.1 1,089",3.2,"1,777",4.1,"1,089",2.4,"88,986 43,796 45,188","88,986","43,796","45,188","26,787",30.1,"13,644 31.2","13,644",31.2,"13,142",29.1
733,MARAKWET WEST,"29,507",17.6,0.3,4.6,5.8,0.1,6.1,30.0 28.2 5.3,30.0,28.2,5.3,1.7,0.2,-,-,0,"29,507",1.2,0.3,54.5,2.8,3.7,1.6,2.2 1.4 7.3,2.2,1.4,7.3,17.1,0.1,1.1,0.3,6.5,0,"126,113 63,196 62,912","126,113","63,196","62,912","16,973",13.5,"10,247 16.2","10,247",16.2,"6,726",10.7,"5,709","4.5 3,354 5.3 2,355",4.5,"3,354",5.3,"2,355",3.7,"126,113 63,196 62,912","126,113","63,196","62,912","45,933",36.4,"23,688 37.5","23,688",37.5,"22,245",35.4
734,NANDI,"199,040",30.7,0.3,7.1,11.9,0.1,0.3,28.6 17.8 1.4,28.6,17.8,1.4,1.1,0.6,0,0,0,"199,040",1.1,1.3,37.2,9.3,10.2,12.6,3.9 6.9 4.9,3.9,6.9,4.9,7.3,0.2,1.4,0.6,3.2,0,"822,163 408,980 413,163","822,163","408,980","413,163","140,534",17.1,"81,657 20.0","81,657",20.0,"58,872",14.2,"54,869","6.7 30,800 7.5 24,066",6.7,"30,800",7.5,"24,066",5.8,"822,163 408,980 413,163","822,163","408,980","413,163","349,824",42.5,"177,222 43.3","177,222",43.3,"172,595",41.8
735,CHESUMEI,"39,011",45.1,0.2,8.2,9.5,0,0.2,20.9 12.6 1.1,20.9,12.6,1.1,1.5,0.6,0,0,0,"39,011",1.1,0.2,29.1,10,9.9,19,3.6 8.9 5.4,3.6,8.9,5.4,7.8,0.3,1.3,1,2.5,0,"152,235 75,011 77,221","152,235","75,011","77,221","33,312",21.9,"18,383 24.5","18,383",24.5,"14,928",19.3,"13,103","8.6 7,168 9.6 5,934",8.6,"7,168",9.6,"5,934",7.7,"152,235 75,011 77,221","152,235","75,011","77,221","72,442",47.6,"35,685 47.6","35,685",47.6,"36,755",47.6
736,NANDI CENTRAL,"34,247",40.8,0.4,8,13.6,0.1,0.1,20.3 13.9 1.0,20.3,13.9,1.0,1.5,0.4,0,0,0,"34,247",0.5,0.5,33,9.1,7,13.9,6.8 9.8 5.6,6.8,9.8,5.6,8.2,0.2,1.5,0.8,3.2,0,"136,533 67,514 69,013","136,533","67,514","69,013","25,736",18.8,"14,722 21.8","14,722",21.8,"11,011",16.0,"10,150","7.4 5,662 8.4 4,486",7.4,"5,662",8.4,"4,486",6.5,"136,533 67,514 69,013","136,533","67,514","69,013","60,345",44.2,"30,134 44.6","30,134",44.6,"30,208",43.8
737,NANDI EAST,"29,249",34.4,0.4,7,12.9,0.1,0.2,25.6 15.9 1.3,25.6,15.9,1.3,1.6,0.7,0,-,0,"29,249",0.9,6.3,23.4,7.2,5.6,15.5,5.0 7.6 6.6,5.0,7.6,6.6,12.8,0.7,1.2,0.2,7.2,0,"110,834 55,676 55,155","110,834","55,676","55,155","21,288",19.2,"12,891 23.2","12,891",23.2,"8,397",15.2,"8,612","7.8 4,907 8.8 3,705",7.8,"4,907",8.8,"3,705",6.7,"110,834 55,676 55,155","110,834","55,676","55,155","50,026",45.1,"26,147 47.0","26,147",47.0,"23,879",43.3
738,NANDI NORTH,"35,257",18.5,0.2,6.3,8.5,0.2,0.6,39.0 22.7 2.1,39.0,22.7,2.1,0.8,0.9,0,0,0,"35,257",1.9,0.3,41.7,7.9,8.9,18.5,4.3 10.1 1.8,4.3,10.1,1.8,2.4,0.1,0.6,0.5,1,0,"154,455 76,585 77,867","154,455","76,585","77,867","23,780",15.4,"13,794 18.0","13,794",18.0,"9,986",12.8,"8,956","5.8 5,102 6.7 3,854",5.8,"5,102",6.7,"3,854",4.9,"154,455 76,585 77,867","154,455","76,585","77,867","63,310",41.0,"31,664 41.3","31,664",41.3,"31,646",40.6
739,NANDI SOUTH,"37,038",26.5,0.2,6.9,15.2,0.1,0.3,28.8 19.7 1.2,28.8,19.7,1.2,0.8,0.4,0,0,0,"37,038",0.8,0.4,46.1,15.4,20.2,4.2,2.0 2.0 2.1,2.0,2.0,2.1,2.3,0.2,2.6,0.7,1.1,0,"160,898 79,744 81,151","160,898","79,744","81,151","22,869",14.2,"13,140 16.5","13,140",16.5,"9,728",12.0,"9,161","5.7 5,045 6.3 4,116",5.7,"5,045",6.3,"4,116",5.1,"160,898 79,744 81,151","160,898","79,744","81,151","64,435",40.0,"32,198 40.4","32,198",40.4,"32,235",39.7
740,TINDERET,"24,238",13.3,0.2,6,12,0.1,0.4,40.9 23.6 2.1,40.9,23.6,2.1,0.5,0.9,0,-,0,"24,238",1.3,0.9,53,3.6,7.1,1,1.2 1.6 9.9,1.2,1.6,9.9,13.8,0.1,0.8,0.1,5.6,0,"107,208 54,450 52,756","107,208","54,450","52,756","13,549",12.6,"8,727 16.0","8,727",16.0,"4,822",9.1,"4,887","4.6 2,916 5.4 1,971",4.6,"2,916",5.4,"1,971",3.7,"107,208 54,450 52,756","107,208","54,450","52,756","39,266",36.6,"21,394 39.3","21,394",39.3,"17,872",33.9
741,BARINGO,"141,877",28.3,0.3,6.6,4.8,0.1,18.2,21.9 10.1 8.3,21.9,10.1,8.3,1.1,0.1,0,0,0,"141,877",2.2,10.4,46.5,1.6,1.9,3.2,1.2 10.1 3.6,1.2,10.1,3.6,9.1,0.3,3.4,3.2,3.4,0,"609,555 306,702 302,842","609,555","306,702","302,842","93,138",15.3,"54,448 17.8","54,448",17.8,"38,687",12.8,"38,025","6.2 21,854 7.1 16,170",6.2,"21,854",7.1,"16,170",5.3,"609,555 306,702 302,842","609,555","306,702","302,842","213,483",35.0,"110,090 35.9","110,090",35.9,"103,390",34.1
742,BARINGO CENTRAL,"23,523",48.6,0.4,8.7,4.7,0,5.4,17.5 8.6 5.3,17.5,8.6,5.3,0.6,0,-,0,0,"23,523",1,2.4,49.1,2.6,2.8,0.5,0.3 3.6 8.1,0.3,3.6,8.1,20.8,0.3,4.1,1,3.6,0,"89,180 44,084 45,096","89,180","44,084","45,096","20,343",22.8,"11,373 25.8","11,373",25.8,"8,970",19.9,"9,584","10.7 5,308 12.0 4,276",10.7,"5,308",12.0,"4,276",9.5,"89,180 44,084 45,096","89,180","44,084","45,096","40,878",45.8,"20,233 45.9","20,233",45.9,"20,645",45.8
743,BARINGO NORTH,"23,345",21.1,0.4,7.8,6.1,0.1,13.6,25.7 14.6 9.8,25.7,14.6,9.8,0.7,0.1,-,-,0,"23,345",1.6,8.1,68.7,2.2,3.3,0.7,0.4 7.0 0.8,0.4,7.0,0.8,1.6,0.2,3.3,0.9,1.4,0,"96,670 48,209 48,459","96,670","48,209","48,459","13,187",13.6,"7,960 16.5","7,960",16.5,"5,226",10.8,"5,589","5.8 3,297 6.8 2,292",5.8,"3,297",6.8,"2,292",4.7,"96,670 48,209 48,459","96,670","48,209","48,459","35,400",36.6,"17,780 36.9","17,780",36.9,"17,619",36.4
744,EAST POKOT,"14,392",2.6,0,0.4,0.5,0.4,77.4,4.9 4.1 9.3,4.9,4.1,9.3,0.3,0,-,-,-,"14,392",8.1,11,65.7,0.7,1.4,1.6,1.5 6.3 0.4,1.5,6.3,0.4,0.4,0,0.6,2,0.3,-,"73,135 36,951 36,182","73,135","36,951","36,182","3,020",4.1,"1,861 5.0","1,861",5.0,"1,159",3.2,"1,259",1.7 785 2.1 474,1.7,785,2.1,474,1.3,"73,135 36,951 36,182","73,135","36,951","36,182","8,107",11.1,"4,877 13.2","4,877",13.2,"3,230",8.9
745,KOIBATEK,"30,752",48.2,0.3,9.4,6.4,0.1,0.7,21.0 9.1 2.8,21.0,9.1,2.8,1.5,0.4,0,-,0,"30,752",0.2,1.8,29.2,1.4,1.2,11.5,1.8 6.7 7.4,1.8,6.7,7.4,20.5,0.9,5.1,4.2,8.2,0,"119,478 59,953 59,523","119,478","59,953","59,523","25,544",21.4,"14,761 24.6","14,761",24.6,"10,783",18.1,"10,108","8.5 5,662 9.4 4,446",8.5,"5,662",9.4,"4,446",7.5,"119,478 59,953 59,523","119,478","59,953","59,523","56,506",47.3,"28,589 47.7","28,589",47.7,"27,917",46.9
746,MARIGAT,"19,658",22.7,0.2,5,4.3,0.2,8.4,28.8 16.0 11.7,28.8,16.0,11.7,2.5,0.1,0,0,0,"19,658",0.5,7.8,49.5,1.1,1.5,1.3,1.1 20.5 1.1,1.1,20.5,1.1,2.3,0.3,0.8,8.7,3.5,0,"80,968 40,463 40,502","80,968","40,463","40,502","11,772",14.5,"7,183 17.8","7,183",17.8,"4,588",11.3,"4,181","5.2 2,579 6.4 1,601",5.2,"2,579",6.4,"1,601",4.0,"80,968 40,463 40,502","80,968","40,463","40,502","28,457",35.1,"14,825 36.6","14,825",36.6,"13,630",33.7
747,MOGOTIO,"18,169",21.2,0.6,8,6.8,0.1,4.2,39.9 10.3 7.9,39.9,10.3,7.9,0.9,0.2,0,-,-,"18,169",5.6,13.6,36.3,0.9,0.6,1,0.9 22.3 2.4,0.9,22.3,2.4,4,0.3,6.6,4.1,1.3,-,"83,716 42,194 41,520","83,716","42,194","41,520","15,244",18.2,"8,804 20.9","8,804",20.9,"6,439",15.5,"5,944","7.1 3,318 7.9 2,626",7.1,"3,318",7.9,"2,626",6.3,"83,716 42,194 41,520","83,716","42,194","41,520","34,111",40.7,"17,560 41.6","17,560",41.6,"16,551",39.9
748,TIATY EAST,"12,038",2.9,0.1,1.1,1.4,0.2,63.1,7.2 4.6 18.9,7.2,4.6,18.9,0.5,0,0,0,0,"12,038",2.1,51.3,29.9,1.9,2.1,0.3,2.9 6.6 0.2,2.9,6.6,0.2,0.5,0,0.4,0.3,1.6,0,"66,408 34,848 31,560","66,408","34,848","31,560","4,028",6.1,"2,506 7.2","2,506",7.2,"1,522",4.8,"1,360",2.0 905 2.6 455,2.0,905,2.6,455,1.4,"66,408 34,848 31,560","66,408","34,848","31,560","10,024",15.1,"6,226 17.9","6,226",17.9,"3,798",12.0
749,LAIKIPIA,"145,776",42.2,0.3,8.4,9.1,0.1,3.8,26.4 5.3 2.3,26.4,5.3,2.3,1.2,0.7,0.2,0,0,"145,776",0.8,5.7,20.8,1.2,1.7,8.7,2.7 10.3 12.5,2.7,10.3,12.5,19.7,0.4,5.8,3,6.5,0,"475,756 236,702 239,042","475,756","236,702","239,042","107,448",22.6,"59,898 25.3","59,898",25.3,"47,547",19.9,"44,988","9.5 25,358 10.7 19,629",9.5,"25,358",10.7,"19,629",8.2,"475,756 236,702 239,042","475,756","236,702","239,042","245,189",51.5,"122,502 51.8","122,502",51.8,"122,681",51.3
750,LAIKIPIA CENTRAL,"29,877",46.2,0.2,8.2,7.8,0.1,0.2,31.0 3.0 1.6,31.0,3.0,1.6,1,0.7,0.2,0,0,"29,877",0.1,0.7,17.5,0.2,0.2,2.9,0.4 15.5 13.9,0.4,15.5,13.9,28.8,0.5,7.2,4.3,7.8,0,"89,229 44,606 44,623","89,229","44,606","44,623","24,716",27.7,"13,391 30.0","13,391",30.0,"11,325",25.4,"11,004","12.3 5,989 13.4 5,015",12.3,"5,989",13.4,"5,015",11.2,"89,229 44,606 44,623","89,229","44,606","44,623","53,589",60.1,"26,486 59.4","26,486",59.4,"27,103",60.7
751,LAIKIPIA EAST,"31,311",63.9,0.3,5.2,5.2,0.1,1.3,16.1 4.3 1.5,16.1,4.3,1.5,1.3,0.7,0.1,-,0,"31,311",0.3,2,25.2,0.4,0.1,0.2,0.1 6.4 23.6,0.1,6.4,23.6,27.4,0.5,4.6,2,7.3,0,"93,683 46,952 46,726","93,683","46,952","46,726","30,485",32.5,"16,946 36.1","16,946",36.1,"13,537",29.0,"13,108","14.0 7,491 16.0 5,616",14.0,"7,491",16.0,"5,616",12.0,"93,683 46,952 46,726","93,683","46,952","46,726","55,501",59.2,"28,290 60.3","28,290",60.3,"27,208",58.2
