,County,Total_Population,Male_Population,Female_Population,Total_currently_attending_title,Male_currently_attending_title,Female_currently_attending_title,Total_currently_attending_County_Sub_County,Male_currently_attending_County_Sub_County,Female_currently_attending_County_Sub_County,Total_currently_attending_County_Sub_County_original,Male_currently_attending_County_Sub_County_original,Female_currently_attending_County_Sub_County_original,Total_currently_attending_Total_astrsk,Male_currently_attending_Total_astrsk,Female_currently_attending_Total_astrsk,Total_currently_attending_Pre_Primary,Male_currently_attending_Pre_Primary,Female_currently_attending_Pre_Primary,Total_currently_attending_Primary,Male_currently_attending_Primary,Female_currently_attending_Primary,Total_currently_attending_Secondary,Male_currently_attending_Secondary,Female_currently_attending_Secondary,Total_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Male_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Female_currently_attending_Middle_Level_slash_Technical_and_Vocational_Training_TVET,Total_currently_attending_University,Male_currently_attending_University,Female_currently_attending_University,Total_currently_attending_Adult_Basic_Education,Male_currently_attending_Adult_Basic_Education,Female_currently_attending_Adult_Basic_Education,Total_currently_attending_Madrasa_slash_Duksi,Male_currently_attending_Madrasa_slash_Duksi,Female_currently_attending_Madrasa_slash_Duksi,Total_currently_attending_Dont_Know,Male_currently_attending_Dont_Know,Female_currently_attending_Dont_Know,Total_currently_attending_Not_Stated,Male_currently_attending_Not_Stated,Female_currently_attending_Not_Stated,Total_highest_edu_title,Male_highest_edu_title,Female_highest_edu_title,Total_highest_edu_County_slash_Sub_County,Male_highest_edu_County_slash_Sub_County,Female_highest_edu_County_slash_Sub_County,Total_highest_edu_Total_astrsk,Male_highest_edu_Total_astrsk,Female_highest_edu_Total_astrsk,Total_highest_edu_Pre_Primary,Male_highest_edu_Pre_Primary,Female_highest_edu_Pre_Primary,Total_highest_edu_Primary,Male_highest_edu_Primary,Female_highest_edu_Primary,Total_highest_edu_Secondary,Male_highest_edu_Secondary,Female_highest_edu_Secondary,Total_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Male_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Female_highest_edu_Middle Level_Technical_and_Vocational_Training_TVET,Total_highest_edu_University,Male_highest_edu_University,Female_highest_edu_University,Total_highest_edu_Adult_Basic_Education,Male_highest_edu_Adult_Basic_Education,Female_highest_edu_Adult_Basic_Education,Total_highest_edu_Madrasa_slash_Duksi,Male_highest_edu_Madrasa_slash_Duksi,Female_highest_edu_Madrasa_slash_Duksi,Total_highest_edu_None,Male_highest_edu_None,Female_highest_edu_None,Total_highest_edu_Dont_Know,Male_highest_edu_Dont_Know,Female_highest_edu_Dont_Know,Total_highest_edu_Not_Stated,Male_highest_edu_Not_Stated,Female_highest_edu_Not_Stated
146,MATHIRA WEST,"19,857","10,272","9,585",MATHIRA WEST,MATHIRA WEST,MATHIRA WEST,Total,Male,Female,MATHIRA WEST,Male,Female,"19,857","10,272","9,585","3,056","1,599","1,457","10,231","5,318","4,913","5,117","2,623","2,494",844,403,441,553,297,256,5,3,2,-,-,-,51,29,22,-,-,-,MATHIRA WEST,MATHIRA WEST,MATHIRA WEST,MATHIRA WEST,Male,Female,"53,736","26,800","26,933","1,583",830,753,"26,529","13,145","13,382","17,265","8,553","8,711","3,842","1,897","1,945","1,120",633,487,5,3,2,-,-,-,"3,120","1,627","1,493",100,136,239,12,24,62
147,NYERI SOUTH,"30,669","15,718","14,950",NYERI SOUTH,NYERI SOUTH,NYERI SOUTH,Total,Male,Female,NYERI SOUTH,Male,Female,"30,669","15,718","14,950","4,700","2,457","2,243","15,437","7,862","7,574","8,273","4,230","4,043","1,209",631,578,971,501,470,18,4,14,2,2,-,59,31,28,-,-,-,NYERI SOUTH,NYERI SOUTH,NYERI SOUTH,NYERI SOUTH,Male,Female,"79,983","39,530","40,452","2,165","1,038","1,127","37,269","18,243","19,025","26,651","13,203","13,448","6,733","3,241","3,492","2,061","1,187",874,9,2,7,-,-,-,"4,794","2,487","2,307",98,141,242,31,31,140
148,MUKURWE-INI,"30,159","15,861","14,296",MUKURWE-INI,MUKURWE-INI,MUKURWE-INI,Total,Male,Female,MUKURWE-INI,Male,Female,"30,159","15,861","14,296","4,360","2,221","2,139","16,341","8,528","7,811","7,620","4,100","3,520",968,527,441,785,440,345,12,4,8,-,-,-,73,41,32,-,-,-,MUKURWE-INI,MUKURWE-INI,MUKURWE-INI,MUKURWE-INI,Male,Female,"77,621","39,162","38,454","2,435","1,244","1,191","41,640","20,656","20,979","22,190","11,270","10,920","4,986","2,595","2,391","1,549",968,581,5,3,2,-,-,-,"4,434","2,244","2,190",112,130,470,70,70,155
149,NYERI CENTRAL,"44,275","22,509","21,764",NYERI CENTRAL,NYERI CENTRAL,NYERI CENTRAL,Total,Male,Female,NYERI CENTRAL,Male,Female,"44,275","22,509","21,764","7,452","3,787","3,665","20,514","10,439","10,074","10,046","4,943","5,102","3,184","1,497","1,687","2,939","1,773","1,166",14,5,9,1,-,1,125,65,60,-,-,-,NYERI CENTRAL,NYERI CENTRAL,NYERI CENTRAL,NYERI CENTRAL,Male,Female,"122,241","60,394","61,845","4,037","2,074","1,963","44,573","22,124","22,447","41,061","20,117","20,944","16,497","7,343","9,154","7,867","4,552","3,315",10,5,5,-,-,-,"7,571","3,842","3,729",253,217,-,84,71,-
150,ABERDARE FOREST,5,4,1,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,Total,Male,Female,ABERDARE FOREST,Male,Female,5,4,1,2,2,-,3,2,1,-,-,-,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,ABERDARE FOREST,Male,Female,96,67,29,-,-,-,10,8,2,59,41,18,19,11,8,6,5,1,-,-,-,-,-,-,2,2,-,-,-,"1,435",-,-,368
151,KIRINYAGA,"193,518","98,661","94,852",KIRINYAGA,KIRINYAGA,KIRINYAGA,Total,Male,Female,KIRINYAGA,Male,Female,"193,518","98,661","94,852","32,731","16,523","16,207","101,601","51,794","49,804","46,354","23,521","22,833","6,362","3,136","3,226","5,891","3,381","2,509",150,64,86,5,4,1,424,238,186,-,-,-,KIRINYAGA,KIRINYAGA,KIRINYAGA,KIRINYAGA,Male,Female,"529,936","266,723","263,187","22,338","11,433","10,904","269,790","135,224","134,549","152,588","76,131","76,450","36,898","18,299","18,599","12,876","7,710","5,166",109,51,58,2,1,1,"33,532","16,924","16,607",737,698,331,213,155,100
152,KIRINYAGA CENTRAL,"38,430","19,502","18,927",KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,Total,Male,Female,KIRINYAGA CENTRAL,Male,Female,"38,430","19,502","18,927","6,632","3,363","3,269","18,769","9,546","9,222","9,683","4,845","4,838","1,646",801,845,"1,585",884,701,24,11,13,-,-,-,91,52,39,-,-,-,KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,KIRINYAGA CENTRAL,Male,Female,"106,657","53,267","53,386","4,090","2,099","1,991","49,899","24,938","24,958","32,226","15,799","16,426","9,501","4,568","4,933","3,715","2,204","1,511",11,7,4,-,-,-,"6,784","3,430","3,354",164,167,280,58,42,81
153,KIRINYAGA EAST,"41,819","21,314","20,504",KIRINYAGA EAST,KIRINYAGA EAST,KIRINYAGA EAST,Total,Male,Female,KIRINYAGA EAST,Male,Female,"41,819","21,314","20,504","6,660","3,286","3,374","22,065","11,222","10,842","10,339","5,358","4,981","1,355",666,689,"1,279",707,572,21,14,7,2,2,-,98,59,39,-,-,-,KIRINYAGA EAST,KIRINYAGA EAST,KIRINYAGA EAST,KIRINYAGA EAST,Male,Female,"118,613","60,084","58,521","6,097","3,103","2,993","58,493","29,584","28,905","36,057","18,009","18,045","8,160","4,257","3,903","2,586","1,548","1,038",17,12,5,-,-,-,"6,842","3,377","3,465",147,133,293,47,34,51
154,KIRINYAGA WEST,"37,514","19,180","18,333",KIRINYAGA WEST,KIRINYAGA WEST,KIRINYAGA WEST,Total,Male,Female,KIRINYAGA WEST,Male,Female,"37,514","19,180","18,333","6,428","3,292","3,136","19,490","9,916","9,573","9,139","4,601","4,538","1,273",674,599,"1,067",641,426,34,11,23,1,1,-,82,44,38,-,-,-,KIRINYAGA WEST,KIRINYAGA WEST,KIRINYAGA WEST,KIRINYAGA WEST,Male,Female,"100,427","50,206","50,218","3,645","1,807","1,838","51,022","25,307","25,712","29,449","14,643","14,806","7,046","3,547","3,499","2,338","1,369",969,20,9,11,2,1,1,"6,561","3,357","3,204",136,157,321,30,21,89
155,MWEA EAST,"40,992","20,775","20,216",MWEA EAST,MWEA EAST,MWEA EAST,Total,Male,Female,MWEA EAST,Male,Female,"40,992","20,775","20,216","7,138","3,612","3,526","22,327","11,432","10,895","9,032","4,452","4,580","1,146",517,629,"1,189",681,507,56,26,30,2,1,1,102,54,48,-,-,-,MWEA EAST,MWEA EAST,MWEA EAST,MWEA EAST,Male,Female,"112,975","56,761","56,208","4,840","2,500","2,340","58,803","29,614","29,184","31,350","15,505","15,844","7,469","3,526","3,943","2,716","1,645","1,071",49,22,27,-,-,-,"7,338","3,723","3,615",180,141,210,46,43,47
156,MWEA WEST,"34,760","17,890","16,869",MWEA WEST,MWEA WEST,MWEA WEST,Total,Male,Female,MWEA WEST,Male,Female,"34,760","17,890","16,869","5,871","2,970","2,900","18,950","9,678","9,272","8,161","4,265","3,896",942,478,464,770,468,302,15,2,13,-,-,-,51,29,22,-,-,-,MWEA WEST,MWEA WEST,MWEA WEST,MWEA WEST,Male,Female,"91,230","46,381","44,844","3,666","1,924","1,742","51,569","25,777","25,790","23,493","12,166","11,325","4,710","2,391","2,319","1,518",943,575,12,1,11,-,-,-,"6,005","3,037","2,967",110,100,-,32,15,-
157,MURANG'A,"358,844","184,250","174,580",MURANG'A,MURANG'A,MURANG'A,Total,Male,Female,MURANG'A,Male,Female,"358,844","184,250","174,580","55,015","27,893","27,117","200,030","102,525","97,500","85,518","43,829","41,687","9,442","4,772","4,669","7,983","4,750","3,233",187,88,99,18,6,12,651,387,263,-,-,-,MURANG'A,MURANG'A,MURANG'A,MURANG'A,Male,Female,"911,765","460,085","451,651","36,770","18,613","18,157","500,277","249,715","250,547","244,592","124,185","120,403","52,257","26,212","26,042","17,886","11,006","6,879",123,66,57,2,2,-,"56,716","28,685","28,026","1,290","1,265",253,311,275,64
158,MURANG'A EAST,"35,232","17,772","17,459",MURANG'A EAST,MURANG'A EAST,MURANG'A EAST,Total,Male,Female,MURANG'A EAST,Male,Female,"35,232","17,772","17,459","5,375","2,711","2,663","18,772","9,539","9,233","8,224","4,077","4,147","1,364",617,747,"1,367",749,618,22,11,11,3,2,1,105,66,39,-,-,-,MURANG'A EAST,MURANG'A EAST,MURANG'A EAST,MURANG'A EAST,Male,Female,"93,767","46,925","46,841","3,552","1,789","1,763","48,148","24,395","23,753","25,303","12,381","12,922","7,626","3,509","4,117","3,286","1,876","1,410",18,8,10,1,1,-,"5,516","2,776","2,739",154,99,228,36,28,21
159,KANGEMA,"26,598","13,778","12,818",KANGEMA,KANGEMA,KANGEMA,Total,Male,Female,KANGEMA,Male,Female,"26,598","13,778","12,818","3,980","2,013","1,966","13,935","7,208","6,727","7,088","3,674","3,413",880,471,409,647,386,261,11,4,7,4,-,4,53,22,31,-,-,-,KANGEMA,KANGEMA,KANGEMA,KANGEMA,Male,Female,"69,647","35,032","34,612","2,301","1,166","1,135","38,432","19,045","19,387","19,199","9,740","9,457","4,078","2,083","1,995","1,251",796,455,8,5,3,-,-,-,"4,129","2,078","2,050",106,122,330,13,8,50
160,MATHIOYA,"31,439","16,161","15,278",MATHIOYA,MATHIOYA,MATHIOYA,Total,Male,Female,MATHIOYA,Male,Female,"31,439","16,161","15,278","4,846","2,449","2,397","17,186","8,789","8,397","7,679","3,954","3,725",979,524,455,662,398,264,20,8,12,4,1,3,63,38,25,-,-,-,MATHIOYA,MATHIOYA,MATHIOYA,MATHIOYA,Male,Female,"79,274","39,849","39,424","3,239","1,647","1,592","43,554","21,807","21,746","21,210","10,528","10,682","4,553","2,354","2,199","1,333",824,509,11,4,7,-,-,-,"4,994","2,510","2,484",148,182,291,27,23,44
161,KAHURO,"29,727","15,443","14,279",KAHURO,KAHURO,KAHURO,Total,Male,Female,KAHURO,Male,Female,"29,727","15,443","14,279","4,189","2,145","2,042","16,276","8,427","7,847","7,843","4,074","3,769",686,366,319,662,393,269,18,6,12,1,-,1,52,32,20,-,-,-,KAHURO,KAHURO,KAHURO,KAHURO,Male,Female,"76,930","38,565","38,358","2,366","1,134","1,232","43,231","21,353","21,875","21,367","10,826","10,540","4,100","2,122","1,977","1,211",778,433,10,4,6,-,-,-,"4,310","2,197","2,111",132,159,365,19,25,104
162,MURANG'A SOUTH,"64,167","32,909","31,256",MURANG'A SOUTH,MURANG'A SOUTH,MURANG'A SOUTH,Total,Male,Female,MURANG'A SOUTH,Male,Female,"64,167","32,909","31,256","10,033","5,082","4,950","36,727","18,780","17,946","14,625","7,523","7,102","1,398",688,710,"1,264",773,491,26,12,14,2,1,1,92,50,42,-,-,-,MURANG'A SOUTH,MURANG'A SOUTH,MURANG'A SOUTH,MURANG'A SOUTH,Male,Female,"159,238","80,265","78,968","6,344","3,238","3,106","88,441","44,109","44,330","41,133","20,837","20,296","9,164","4,508","4,654","3,377","2,094","1,283",18,13,5,1,1,-,"10,291","5,230","5,060",182,183,419,53,51,112
163,GATANGA,"65,058","33,338","31,719",GATANGA,GATANGA,GATANGA,Total,Male,Female,GATANGA,Male,Female,"65,058","33,338","31,719","10,459","5,291","5,168","36,121","18,442","17,679","15,307","7,858","7,449","1,706",876,830,"1,296",767,529,36,22,14,-,-,-,133,82,50,-,-,-,GATANGA,GATANGA,GATANGA,GATANGA,Male,Female,"163,372","83,337","80,032","6,400","3,248","3,152","89,379","44,963","44,414","43,755","22,780","20,975","9,153","4,591","4,562","3,340","2,011","1,329",19,12,7,-,-,-,"10,795","5,443","5,352",230,188,252,59,53,85
164,KIGUMO,"46,894","24,235","22,658",KIGUMO,KIGUMO,KIGUMO,Total,Male,Female,KIGUMO,Male,Female,"46,894","24,235","22,658","6,811","3,483","3,328","27,237","14,079","13,157","10,769","5,512","5,257","1,044",528,516,958,589,369,24,10,14,-,-,-,51,34,17,-,-,-,KIGUMO,KIGUMO,KIGUMO,KIGUMO,Male,Female,"118,165","59,748","58,414","5,634","2,888","2,746","65,792","32,767","33,023","31,796","16,134","15,662","5,742","3,024","2,718","1,778","1,158",619,21,10,11,-,-,-,"7,065","3,602","3,463",119,133,418,46,39,106
165,KANDARA,"59,723","30,612","29,109",KANDARA,KANDARA,KANDARA,Total,Male,Female,KANDARA,Male,Female,"59,723","30,612","29,109","9,320","4,718","4,602","33,774","17,260","16,513","13,982","7,157","6,824","1,384",702,682,"1,127",695,432,30,15,15,4,2,2,102,63,39,-,-,-,KANDARA,KANDARA,KANDARA,KANDARA,Male,Female,"151,331","76,334","74,991","6,931","3,501","3,430","83,294","41,272","42,017","40,804","20,941","19,862","7,836","4,016","3,820","2,310","1,469",841,18,10,8,-,-,-,"9,614","4,848","4,766",219,199,-,58,48,-
166,KIAMBU,"778,586","388,769","389,789",KIAMBU,KIAMBU,KIAMBU,Total,Male,Female,KIAMBU,Male,Female,"778,586","388,769","389,789","140,181","71,128","69,047","379,694","190,560","189,120","165,313","80,388","84,922","41,712","18,688","23,022","49,386","26,785","22,599",381,142,239,13,4,9,"1,906","1,074",831,-,-,-,KIAMBU,KIAMBU,KIAMBU,KIAMBU,Male,Female,"2,119,863","1,044,944","1,074,806","65,892","33,212","32,675","819,939","400,056","419,836","685,577","340,395","345,144","258,123","117,289","140,824","138,861","76,927","61,929",212,83,129,4,2,2,"142,598","72,249","70,342","3,380","2,785",311,"1,351","1,140",111
167,GATUNDU NORTH,"36,935","18,737","18,198",GATUNDU NORTH,GATUNDU NORTH,GATUNDU NORTH,Total,Male,Female,GATUNDU NORTH,Male,Female,"36,935","18,737","18,198","5,691","2,912","2,779","19,781","10,075","9,706","9,621","4,807","4,814","1,002",487,515,714,386,328,20,7,13,-,-,-,106,63,43,-,-,-,GATUNDU NORTH,GATUNDU NORTH,GATUNDU NORTH,GATUNDU NORTH,Male,Female,"95,276","47,898","47,376","4,413","2,145","2,268","49,088","24,334","24,754","28,270","14,387","13,882","5,795","2,978","2,816","1,398",834,564,12,3,9,-,-,-,"5,878","2,996","2,882",160,151,363,61,50,127
168,GATUNDU SOUTH,"39,811","20,339","19,470",GATUNDU SOUTH,GATUNDU SOUTH,GATUNDU SOUTH,Total,Male,Female,GATUNDU SOUTH,Male,Female,"39,811","20,339","19,470","6,282","3,205","3,076","21,240","10,919","10,320","10,264","5,209","5,055","1,171",551,620,745,403,342,18,7,11,-,-,-,91,45,46,-,-,-,GATUNDU SOUTH,GATUNDU SOUTH,GATUNDU SOUTH,GATUNDU SOUTH,Male,Female,"105,449","53,333","52,112","3,137","1,616","1,521","54,119","26,854","27,264","32,293","16,569","15,722","7,187","3,649","3,538","1,764","1,083",681,19,8,11,-,-,-,"6,440","3,286","3,153",202,161,321,66,61,83
169,GITHUNGURI,"53,711","27,194","26,515",GITHUNGURI,GITHUNGURI,GITHUNGURI,Total,Male,Female,GITHUNGURI,Male,Female,"53,711","27,194","26,515","8,671","4,401","4,270","28,282","14,430","13,851","13,356","6,675","6,680","1,924",890,"1,034","1,378",751,627,23,7,16,-,-,-,77,40,37,-,-,-,GITHUNGURI,GITHUNGURI,GITHUNGURI,GITHUNGURI,Male,Female,"144,873","72,888","71,978","4,998","2,571","2,427","66,673","33,437","33,232","48,727","24,641","24,083","12,101","5,781","6,320","3,106","1,771","1,335",12,3,9,-,-,-,"8,852","4,485","4,367",157,164,842,42,41,381
170,JUJA,"102,232","51,283","50,944",JUJA,JUJA,JUJA,Total,Male,Female,JUJA,Male,Female,"102,232","51,283","50,944","18,703","9,492","9,211","46,421","23,156","23,263","20,203","9,801","10,402","7,329","3,212","4,115","9,244","5,441","3,802",43,16,27,1,-,1,288,165,123,-,-,-,JUJA,JUJA,JUJA,JUJA,Male,Female,"265,949","131,199","134,731","8,556","4,327","4,229","92,608","44,743","47,858","85,218","42,107","43,103","37,625","16,788","20,833","21,710","12,911","8,799",28,11,17,-,-,-,"18,981","9,618","9,363",485,357,476,209,172,162
171,KABETE,"62,008","30,762","31,246",KABETE,KABETE,KABETE,Total,Male,Female,KABETE,Male,Female,"62,008","30,762","31,246","11,494","5,800","5,694","29,766","14,959","14,807","12,769","6,186","6,583","3,596","1,621","1,975","4,220","2,119","2,101",22,4,18,1,-,1,140,73,67,-,-,-,KABETE,KABETE,KABETE,KABETE,Male,Female,"176,713","86,641","90,058","4,439","2,219","2,220","64,331","31,344","32,983","59,417","29,422","29,987","23,317","10,476","12,841","12,947","6,983","5,963",12,4,8,1,-,1,"11,611","5,848","5,762",260,216,566,85,77,331
172,KIAMBAA,"71,027","34,903","36,121",KIAMBAA,KIAMBAA,KIAMBAA,Total,Male,Female,KIAMBAA,Male,Female,"71,027","34,903","36,121","13,896","7,056","6,840","34,844","17,237","17,605","14,511","7,008","7,503","3,618","1,584","2,034","3,900","1,884","2,016",35,20,15,1,1,-,222,113,108,-,-,-,KIAMBAA,KIAMBAA,KIAMBAA,KIAMBAA,Male,Female,"207,042","101,843","105,190","6,564","3,311","3,251","75,728","36,863","38,861","67,553","34,322","33,231","26,430","11,550","14,879","15,549","8,063","7,485",24,15,9,-,-,-,"14,297","7,245","7,052",296,269,389,178,153,182
173,KIKUYU,"59,423","29,466","29,957",KIKUYU,KIKUYU,KIKUYU,Total,Male,Female,KIKUYU,Male,Female,"59,423","29,466","29,957","11,191","5,670","5,521","28,495","14,296","14,199","12,192","5,832","6,360","3,171","1,409","1,762","4,221","2,176","2,045",24,7,17,-,-,-,129,76,53,-,-,-,KIKUYU,KIKUYU,KIKUYU,KIKUYU,Male,Female,"165,020","80,241","84,775","4,513","2,323","2,189","60,866","29,510","31,353","49,382","23,996","25,386","22,433","9,964","12,469","15,853","8,373","7,480",10,2,8,-,-,-,"11,334","5,733","5,601",270,226,351,70,63,77
174,LARI,"47,619","24,207","23,410",LARI,LARI,LARI,Total,Male,Female,LARI,Male,Female,"47,619","24,207","23,410","7,297","3,737","3,559","26,060","13,238","12,821","11,723","5,948","5,775","1,502",726,776,938,502,436,17,5,12,-,-,-,82,51,31,-,-,-,LARI,LARI,LARI,LARI,Male,Female,"117,345","58,938","58,405","4,215","2,129","2,085","59,974","29,743","30,231","34,749","17,597","17,152","8,172","4,053","4,119","2,357","1,378",979,14,5,9,-,-,-,"7,436","3,800","3,635",185,166,419,48,29,114
175,LIMURU,"53,173","26,850","26,323",LIMURU,LIMURU,LIMURU,Total,Male,Female,LIMURU,Male,Female,"53,173","26,850","26,323","9,389","4,777","4,612","27,485","14,039","13,446","11,995","5,867","6,128","2,263","1,049","1,214","1,860","1,030",830,44,8,36,2,1,1,135,79,56,-,-,-,LIMURU,LIMURU,LIMURU,LIMURU,Male,Female,"138,940","70,268","68,672","5,095","2,622","2,473","62,509","31,575","30,934","43,369","22,337","21,032","12,986","5,967","7,019","4,887","2,648","2,239",15,4,11,-,-,-,"9,546","4,845","4,701",203,216,"1,020",67,47,533
